@relation DAT_MT_USDJPY_M1_201603_MACDANNRecommendation

@attribute timestamp date 'yyyy.MM.dd HH:mm'
@attribute open numeric
@attribute high numeric
@attribute low numeric
@attribute close numeric
@attribute EMA12 numeric
@attribute EMA26 numeric
@attribute EMA9 numeric
@attribute histogram1 numeric
@attribute histogram2 numeric

@data
'2016.03.02 09:00',114.237,114.244,114.19,114.206,114.191014,113.895271,0.323654,-0.027911,-0.035157
'2016.03.02 10:00',113.901,113.92,113.842,113.917,114.148858,113.89688,0.309319,-0.057341,-0.072069
'2016.03.02 11:00',113.917,113.936,113.9,113.928,114.11488,113.899186,0.290594,-0.0749,-0.079534
'2016.03.02 12:00',113.816,113.816,113.796,113.805,114.067206,113.892209,0.267474,-0.092477,-0.094453
'2016.03.02 13:00',113.762,113.775,113.762,113.774,114.022097,113.883453,0.241708,-0.103064,-0.099487
'2016.03.02 14:00',113.394,113.446,113.385,113.438,113.932236,113.850456,0.209723,-0.127943,-0.129221
'2016.03.02 15:00',113.431,113.46,113.418,113.446,113.857431,113.820496,0.175165,-0.138231,-0.128934
'2016.03.02 16:00',113.36,113.426,113.36,113.415,113.789364,113.79046,0.139913,-0.141008,-0.127434
'2016.03.02 17:00',113.449,113.471,113.44,113.469,113.740078,113.766648,0.106616,-0.133187,-0.114149
'2016.03.02 18:00',113.604,113.604,113.589,113.589,113.716835,113.753489,0.077962,-0.114616,-0.091108
'2016.03.02 19:00',113.489,113.499,113.409,113.474,113.679476,113.732786,0.051708,-0.105018,-0.089176
'2016.03.02 20:00',113.689,113.69,113.665,113.683,113.680018,113.729098,0.03155,-0.08063,-0.057132
'2016.03.02 21:00',113.834,113.834,113.794,113.8,113.698477,113.73435,0.018065,-0.053939,-0.030645
'2016.03.02 22:00',113.742,113.761,113.72,113.752,113.706711,113.735657,0.008663,-0.03761,-0.022262
'2016.03.02 23:00',113.964,113.966,113.952,113.956,113.745063,113.751979,0.005547,-0.012463,0.007827
'2016.03.03 00:00',114.078,114.098,114.078,114.098,113.799361,113.77761,0.008788,0.012963,0.031869
'2016.03.03 01:00',114.12,114.143,114.12,114.134,113.850844,113.80401,0.016397,0.030437,0.043587
