@RELATION _forexPriceTestSet

@ATTRIBUTE timestamp DATE "yyyy.MM.dd HH:mm"
@ATTRIBUTE open real
@ATTRIBUTE high real
@ATTRIBUTE low real
@ATTRIBUTE close real
@ATTRIBUTE close2 real

@data
"2016.03.15 23:02",1.11,1.11007,1.11,1.11005,1.11007
"2016.03.16 0:02",1.11014,1.11015,1.11006,1.11007,1.10999
"2016.03.16 1:02",1.11,1.11001,1.10999,1.10999,1.10985
"2016.03.16 2:02",1.10986,1.10986,1.10983,1.10985,1.10934
"2016.03.16 3:02",1.10941,1.10943,1.10933,1.10934,1.10818
"2016.03.16 4:02",1.10836,1.10844,1.10816,1.10818,1.10881
"2016.03.16 5:02",1.10886,1.10887,1.10878,1.10881,1.10947
"2016.03.16 6:02",1.10923,1.10947,1.10913,1.10947,1.10855
"2016.03.16 7:02",1.10854,1.10867,1.10853,1.10855,1.10921
"2016.03.16 8:02",1.10915,1.10931,1.10911,1.10921,1.10907
"2016.03.16 9:02",1.10898,1.10924,1.10892,1.10907,1.10663
"2016.03.16 10:02",1.10649,1.10667,1.10648,1.10663,1.10631
"2016.03.16 11:02",1.10655,1.10665,1.1063,1.10631,1.10711
"2016.03.16 12:02",1.10743,1.10743,1.10703,1.10711,1.10805
"2016.03.16 13:02",1.10805,1.10821,1.10802,1.10805,1.11628
"2016.03.16 14:02",1.115,1.11709,1.115,1.11628,1.12052
"2016.03.16 15:02",1.12157,1.12157,1.12042,1.12052,1.12313
"2016.03.16 16:02",1.12262,1.12317,1.12262,1.12313,1.1223
"2016.03.16 17:02",1.12225,1.12237,1.12224,1.1223,1.12133
"2016.03.16 18:02",1.12132,1.12138,1.12128,1.12133,1.1218
"2016.03.16 19:02",1.1219,1.12192,1.1218,1.1218,1.12142
"2016.03.16 20:02",1.12138,1.12152,1.12138,1.12142,1.1217
"2016.03.16 21:02",1.12145,1.1217,1.12139,1.1217,1.12152
"2016.03.16 22:02",1.12141,1.12152,1.1214,1.12152,1.12191
"2016.03.16 23:02",1.12186,1.12193,1.12184,1.12191,1.12222
"2016.03.17 0:02",1.1222,1.12228,1.12218,1.12222,1.12261
"2016.03.17 1:02",1.12248,1.12266,1.12238,1.12261,1.12239
"2016.03.17 2:02",1.12229,1.12242,1.12228,1.12239,1.12363
"2016.03.17 3:02",1.12312,1.12364,1.12312,1.12363,1.12671
"2016.03.17 4:02",1.12609,1.12684,1.12604,1.12671,1.1289
"2016.03.17 5:02",1.12944,1.12944,1.1289,1.1289,1.13138
"2016.03.17 6:02",1.13104,1.13138,1.13083,1.13138,1.13254
"2016.03.17 7:02",1.13262,1.13275,1.13253,1.13254,1.13295
"2016.03.17 8:02",1.13263,1.13306,1.13263,1.13295,1.13091
"2016.03.17 9:02",1.13056,1.13104,1.13056,1.13091,1.13275
"2016.03.17 10:02",1.13371,1.13372,1.13275,1.13275,1.13084
"2016.03.17 11:02",1.13101,1.13105,1.13077,1.13084,1.13177
"2016.03.17 12:02",1.13213,1.13235,1.13162,1.13177,1.13248
"2016.03.17 13:02",1.13247,1.13263,1.13239,1.13248,1.13144
"2016.03.17 14:02",1.13169,1.13169,1.13124,1.13144,1.13172
"2016.03.17 15:02",1.13179,1.13187,1.1317,1.13172,1.13174
"2016.03.17 16:02",1.1318,1.1318,1.13172,1.13174,1.13154
"2016.03.17 17:02",1.13158,1.13158,1.13153,1.13154,1.13147
"2016.03.17 18:02",1.13144,1.13147,1.13136,1.13147,1.13178
"2016.03.17 19:02",1.13172,1.13178,1.13171,1.13178,1.13139
"2016.03.17 20:02",1.13142,1.13142,1.13128,1.13139,1.13169
"2016.03.17 21:02",1.13175,1.13189,1.13167,1.13169,1.13293
"2016.03.17 22:02",1.13265,1.13296,1.13265,1.13293,1.13204
"2016.03.17 23:02",1.13203,1.13209,1.13202,1.13204,1.13187
"2016.03.18 0:02",1.13184,1.13192,1.13181,1.13187,1.13108
"2016.03.18 1:02",1.13109,1.13114,1.13108,1.13108,1.131
"2016.03.18 2:02",1.13116,1.13118,1.13097,1.131,1.12996
"2016.03.18 3:02",1.1298,1.12999,1.1298,1.12996,1.12804
"2016.03.18 4:02",1.12819,1.12836,1.12803,1.12804,1.12641
"2016.03.18 5:02",1.12639,1.12652,1.12634,1.12641,1.12755
"2016.03.18 6:02",1.12757,1.12774,1.12753,1.12755,1.12721
"2016.03.18 7:02",1.12723,1.12727,1.127,1.12721,1.12798
"2016.03.18 8:02",1.12778,1.128,1.12777,1.12798,1.12835
"2016.03.18 9:02",1.12819,1.12837,1.12817,1.12835,1.12826
"2016.03.18 10:02",1.12823,1.12872,1.12814,1.12826,1.12934
"2016.03.18 11:02",1.12952,1.12964,1.12928,1.12934,1.12911
"2016.03.18 12:02",1.12901,1.12922,1.12897,1.12911,1.12734
"2016.03.18 13:02",1.12728,1.12735,1.12723,1.12734,1.12745
"2016.03.18 14:02",1.12754,1.12759,1.12745,1.12745,1.1265
"2016.03.18 15:02",1.12672,1.1268,1.12649,1.1265,1.1274
