2016.03.16,04:00,0.06532914775281798,stall,113.636000,113.723000,113.636000,113.664000,113.3606244658365,113.31471212700202,-0.019416808918348648
2016.03.16,05:00,0.06666968662818659,stall,113.638000,113.644000,113.629000,113.629000,113.40191300955395,113.33799271018707,-0.0027493872613019964
2016.03.16,06:00,0.06123206371610068,stall,113.568000,113.585000,113.568000,113.585000,113.43008023885334,113.35628954646951,0.012558628667723174
2016.03.16,07:00,0.05488239242045791,stall,113.590000,113.591000,113.583000,113.591000,113.45483712518359,113.37367550599029,0.026279226772837654
2016.03.16,08:00,0.042425249311490554,stall,113.508000,113.511000,113.505000,113.507000,113.46286218284766,113.38355139443546,0.036885539100710296
2016.03.16,09:00,0.037417757013973804,stall,113.643000,113.643000,113.582000,113.591000,113.48257569317879,113.39891795781061,0.04623997835420375
2016.03.16,10:00,0.040128574776807854,stall,113.694000,113.721000,113.694000,113.720000,113.51910250961282,113.42270181278761,0.05627212204840572
2016.03.16,11:00,0.03965775808556432,stall,113.732000,113.740000,113.723000,113.727000,113.55108673890315,113.44524241924779,0.0661865615697968
2016.03.16,12:00,0.0327874463537428,stall,113.691000,113.691000,113.665000,113.666000,113.56876570214882,113.46159483263685,0.0743834231582325
2016.03.16,13:00,0.025190909179905352,stall,113.637000,113.653000,113.635000,113.652000,113.58157097874131,113.4756989191082,0.08068115045320884
2016.03.16,14:00,0.002227574169632221,stall,113.507000,113.717000,113.399000,113.399000,113.55348313585803,113.47001751769278,0.08123804399561689
2016.03.16,15:00,-0.056737903915170335,sell,112.745000,112.761000,112.711000,112.714000,113.42433188418757,113.41401622008591,0.0670535680168243
2016.03.16,16:00,-0.1003954513917222,stall,112.563000,112.573000,112.559000,112.572000,113.29320390200486,113.35164464822769,0.04195470516889374
2016.03.16,17:00,-0.12581436647940564,stall,112.530000,112.530000,112.526000,112.526000,113.17517253246565,113.29048578539602,0.010501113549042325
2016.03.16,18:00,-0.12618468140654115,stall,112.663000,112.675000,112.662000,112.668000,113.0971459890094,113.24437572721854,-0.021045056802592957
2016.03.16,19:00,-0.1150152425584557,stall,112.762000,112.763000,112.738000,112.740000,113.04220045223873,113.2070145622394,-0.04979886744220689
2016.03.16,20:00,-0.09814882265683243,stall,112.795000,112.795000,112.761000,112.793000,113.00386192112508,113.17634681688833,-0.074336073106415
2016.03.16,21:00,-0.08469005869904497,stall,112.819000,112.819000,112.745000,112.747000,112.96434470249045,113.14454334897067,-0.09550858778117624
2016.03.16,22:00,-0.07228421074554994,stall,112.751000,112.751000,112.723000,112.726000,112.92767628672269,113.1135401379358,-0.11357964046756372
2016.03.16,23:00,-0.06076862420143192,stall,112.708000,112.712000,112.706000,112.709000,112.89403378107305,113.0835742017924,-0.1287717965179217
2016.03.17,00:00,-0.06272064279439932,stall,112.496000,112.519000,112.483000,112.497000,112.83295166090797,113.04012426091889,-0.14445195721652154
2016.03.17,01:00,-0.0880572182928146,stall,112.040000,112.075000,112.036000,112.047000,112.71203602076828,112.96655950085082,-0.16646626178972518
2016.03.17,02:00,-0.0905925509290999,stall,112.178000,112.189000,112.160000,112.160000,112.62710740218854,112.90681435263964,-0.18911439952200015
2016.03.17,03:00,-0.09362190752287719,stall,111.999000,112.075000,111.995000,112.036000,112.53616780185185,112.84230958577744,-0.21251987640271947
2016.03.17,04:00,-0.10596991820015389,stall,111.756000,111.777000,111.721000,111.765000,112.41752660156695,112.76250887571986,-0.23901235595275794
2016.03.17,05:00,-0.11005959431145823,stall,111.710000,111.712000,111.692000,111.701000,112.30729173978742,112.6838785886295,-0.2665272545306225
2016.03.17,06:00,-0.12631299885463804,stall,111.445000,111.447000,111.358000,111.358000,112.1612468567432,112.58566535984212,-0.298105504244282
2016.03.17,07:00,-0.13405331853268299,stall,111.295000,111.299000,111.233000,111.250000,112.02105503262887,112.486727185039,-0.3316188338774527
2016.03.17,08:00,-0.15655106497074794,stall,110.766000,110.840000,110.760000,110.816000,111.83566195068596,112.36296961577685,-0.3707566001201397
